"age","coef","se","pval","lower","upper","is_treated","stars"
0,-4.7087034968682,3.5896617221456,0.19371820573308,-11.7444404722736,2.32703347853717,TRUE,""
1,-2.65179944839482,3.31381095543554,0.426176111197971,-9.14686892104848,3.84327002425885,TRUE,""
2,-4.91274845825368,3.44165406694006,0.157717455233187,-11.6583904294562,1.83289351294883,TRUE,""
3,-3.15318686954159,3.47046624100382,0.366563162991972,-9.95530070190909,3.6489269628259,TRUE,""
4,-3.07125638878016,4.60330798131737,0.506757751477934,-12.0937400321622,5.95122725460188,TRUE,""
5,-2.60577459158991,3.12290070978605,0.406773168865739,-8.72665998277056,3.51511079959074,TRUE,""
6,-3.02824470053261,3.80255855090518,0.428399139998957,-10.4812594603068,4.42477005924154,TRUE,""
7,-3.25846049882055,4.22144966444033,0.442676032020443,-11.5325018411236,5.0155808434825,TRUE,""
8,-5.10688054925004,3.28239711769224,0.124071483286924,-11.5403788999268,1.32661780142676,TRUE,""
9,1.01805190733775,4.08655815086773,0.8039659448652,-6.991602068363,9.02770588303851,TRUE,""
10,-1.33912293159962,3.48202249017514,0.701665292320861,-8.16388701234289,5.48564114914365,TRUE,""
11,-4.97131367912332,3.16174813974529,0.12019835886659,-11.1683400330241,1.22571267477745,TRUE,""
12,-3.21674612847376,3.65984442746783,0.382323361463366,-10.3900412063107,3.95654894936319,TRUE,""
13,-2.90376366893206,3.65564546298758,0.42958209299938,-10.0688287763877,4.26130143852359,TRUE,""
14,-1.7627068470863,4.3145724700842,0.684067918014921,-10.2192688884513,6.69385519427872,TRUE,""
15,-2.66452260457954,3.44544680809662,0.441814692018315,-9.41759834844891,4.08855313928983,TRUE,""
16,-2.42890771735389,3.34075949339269,0.469518980911606,-8.97679632440356,4.11898088969578,TRUE,""
17,-0.888331765274787,3.43784506941896,0.796827026775534,-7.62650810133595,5.84984457078638,TRUE,""
26,0,NA,NA,NA,NA,FALSE,"(ref)"
27,2.97585591465243,3.8312508841979,0.439826408753093,-4.53339581837545,10.4851076476803,FALSE,""
28,4.3826508188788,3.3520476989101,0.195161285577826,-2.187362670985,10.9526643087426,FALSE,""
29,2.97909137569876,6.98493133573016,0.670996772130434,-10.7113740423324,16.6695567937299,FALSE,""
30,0.104953419494659,3.03767276168573,0.972532393197031,-5.84888519340937,6.05879203239869,FALSE,""
31,7.14693580121134,3.2329705653335,0.0301943081519153,0.810313493157678,13.483558109265,FALSE,"**"
32,-0.668583083727945,3.59568410835591,0.853007183891378,-7.71612393610552,6.37895776864963,FALSE,""
33,1.65398427450559,3.02438105445009,0.586126635212265,-4.2738025922166,7.58177114122777,FALSE,""
34,2.03106258003713,3.67608135795546,0.58228851543042,-5.17405688155557,9.23618204162984,FALSE,""
35,-0.663589509681094,2.93865201064746,0.821976921410954,-6.42334745055012,5.09616843118794,FALSE,""
36,4.82251010167542,4.5437390262596,0.29202840255364,-4.08321838979339,13.7282385931442,FALSE,""
37,-1.32069875675732,3.64181065450858,0.717915019460336,-8.45864763959414,5.8172501260795,FALSE,""
38,2.49859495596611,3.1875451868183,0.435657230747268,-3.74899361019775,8.74618352212998,FALSE,""
39,2.53722262956495,3.2757425270626,0.441107816866696,-3.88323272347774,8.95767798260764,FALSE,""
40,0.897828646230533,2.57298911195526,0.728135968466766,-4.14523001320178,5.94088730566285,FALSE,""
