"age","coef","se","pval","lower","upper","is_treated","stars"
0,-6.39168746088075,3.79939129905868,0.0967852311035498,-13.8384944070358,1.05511948527427,TRUE,"*"
1,-4.33304879269601,2.81289312284318,0.127780803728574,-9.84631931346865,1.18022172807663,TRUE,""
2,-8.74407719045463,3.63626916311614,0.0187235044097542,-15.8711647501623,-1.616989630747,TRUE,"**"
3,-4.88134083958003,2.7326023040813,0.0781974558044629,-10.2372413555794,0.474559676419314,TRUE,"*"
4,-2.75006024251639,3.50931078452541,0.435782611062553,-9.62830938018618,4.12818889515341,TRUE,""
5,-4.68627455924675,3.90381012872938,0.233851051210492,-12.3377424115563,2.96519329306283,TRUE,""
6,-3.11436367275882,3.15335542204942,0.326593806544611,-9.29494029997568,3.06621295445804,TRUE,""
7,-3.15560115921359,4.01770703307001,0.434747174178437,-11.0303069440308,4.71910462560364,TRUE,""
8,-3.95858537134347,3.45468090094423,0.255594960877372,-10.7297599371941,2.81258919450722,TRUE,""
9,-0.737257162684325,3.06950515157139,0.810858013544006,-6.75348725976425,5.2789729343956,TRUE,""
10,-7.08620324524548,3.44218454949384,0.0430983538121508,-13.8328849622534,-0.339521528237557,TRUE,"**"
11,-5.78588701928822,4.00567885478781,0.152899154951211,-13.6370175746723,2.06524353609589,TRUE,""
12,-4.48622955402761,3.91071589278277,0.255060086509505,-12.1512327038818,3.17877359582662,TRUE,""
13,-5.86189132154775,3.40656765972541,0.0895302935755642,-12.5387639346096,0.81498129151406,TRUE,"*"
14,-0.299955907641,3.87230161929645,0.938468010088196,-7.88966708146204,7.28975526618004,TRUE,""
15,-4.71911311529068,2.76115248814813,0.0916789782080438,-10.130971992061,0.692745761479647,TRUE,"*"
16,-4.96146496529777,2.92855339023311,0.0944958577299778,-10.7014296101547,0.778499679559124,TRUE,"*"
17,-0.362954781754313,2.02555173063343,0.858286417063591,-4.33303617379583,3.60712661028721,TRUE,""
26,0,NA,NA,NA,NA,FALSE,"(ref)"
27,-0.12000517391802,4.08654481073045,0.97665288445651,-8.1296330029497,7.88962265511366,FALSE,""
28,2.84668655832364,3.37836475741577,0.402191858791032,-3.77490836621127,9.46828148285855,FALSE,""
29,5.24825317076881,5.50925319640831,0.343923711919179,-5.54988309419149,16.0463894357291,FALSE,""
30,-1.35088664520909,3.38483795984315,0.690985143602303,-7.98516904650166,5.28339575608349,FALSE,""
31,1.49742412296027,2.49141487775875,0.549679342770023,-3.38574903744688,6.38059728336742,FALSE,""
32,-3.64456980529,2.72295405546665,0.184899811857955,-8.98155975400463,1.69242014342464,FALSE,""
33,0.962468316090185,3.85112486946327,0.803352144500405,-6.58573642805782,8.51067306023819,FALSE,""
34,1.08229561090894,4.32344375466235,0.80303392517634,-7.39165414822926,9.55624537004714,FALSE,""
35,-2.48207196467458,3.58796542935674,0.491271786448645,-9.51448420621379,4.55034027686463,FALSE,""
36,1.59628898840102,3.96390446391119,0.68834125635807,-6.17296376086491,9.36554173766695,FALSE,""
37,-2.05206341046502,3.16411731730485,0.518669336502494,-8.25373335238253,4.14960653145248,FALSE,""
38,-1.34476279508788,2.96964431814575,0.652009635749806,-7.16526565865355,4.47574006847779,FALSE,""
39,0.558023115464954,3.31214883499153,0.866673439022435,-5.93378860111845,7.04983483204836,FALSE,""
40,-0.963264238413174,2.46372720335856,0.696951946414691,-5.79216955699596,3.86564108016961,FALSE,""
